timestamp,source_ip,dest_ip,protocol,action,threat_label,log_type,bytes_transferred,user_agent,request_path,is_sqli,is_xss
2024-03-17T00:00:00.000Z,246.196.87.27,192.168.1.64,HTTP,blocked,malicious,firewall,20769,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/login?DROP TABLE,true,false
2024-06-21T00:00:00.000Z,192.168.1.134,192.168.1.126,SSH,blocked,malicious,application,18970,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/etc/passwd?DROP TABLE,true,false
2024-12-30T00:00:00.000Z,30.175.227.138,192.168.1.82,TCP,allowed,malicious,application,157,SQLMap/1.6-dev,/?DROP TABLE,true,false
2024-04-21T00:00:00.000Z,122.63.201.122,192.168.1.190,TCP,blocked,malicious,application,29188,Nmap Scripting Engine,/?UNION SELECT,true,false
2024-05-30T00:00:00.000Z,207.79.62.15,192.168.1.124,UDP,blocked,malicious,application,8324,SQLMap/1.6-dev,/?UNION SELECT,true,false
2024-01-08T00:00:00.000Z,26.98.72.117,192.168.1.99,ICMP,allowed,malicious,ids,34470,SQLMap/1.6-dev,/?UNION SELECT,true,false
2024-04-28T00:00:00.000Z,144.138.68.192,192.168.1.11,HTTP,allowed,malicious,ids,19035,SQLMap/1.6-dev,/dashboard?DROP TABLE,true,false
2024-07-11T00:00:00.000Z,192.168.1.3,192.168.1.162,SSH,blocked,malicious,ids,16980,curl/7.64.1,/home/user?DROP TABLE,true,false
2024-12-24T00:00:00.000Z,192.168.1.80,192.168.1.130,SSH,allowed,malicious,ids,48327,SQLMap/1.6-dev,/etc/passwd?DROP TABLE,true,false
2024-04-21T00:00:00.000Z,192.168.1.72,192.168.1.176,SSH,allowed,malicious,firewall,19039,SQLMap/1.6-dev,/etc/passwd?DROP TABLE,true,false
2024-07-06T00:00:00.000Z,192.168.1.42,192.168.1.202,SSH,blocked,malicious,application,49941,curl/7.64.1,/root?UNION SELECT,true,false
2024-10-23T00:00:00.000Z,207.12.187.118,192.168.1.237,HTTP,allowed,malicious,firewall,7700,SQLMap/1.6-dev,/index.php?DROP TABLE,true,false
2024-04-27T00:00:00.000Z,126.5.29.238,192.168.1.132,HTTPS,allowed,malicious,ids,9838,Nmap Scripting Engine,/auth?DROP TABLE,true,false
2024-08-24T00:00:00.000Z,192.168.1.29,192.168.1.71,SSH,blocked,malicious,firewall,7884,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/bin/bash?UNION SELECT,true,false
2024-08-22T00:00:00.000Z,21.219.60.222,192.168.1.140,HTTP,blocked,malicious,firewall,22786,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/dashboard?UNION SELECT,true,false
2024-11-06T00:00:00.000Z,13.221.29.40,192.168.1.180,UDP,allowed,malicious,firewall,49151,Nmap Scripting Engine,/?UNION SELECT,true,false
2024-07-20T00:00:00.000Z,103.172.167.96,192.168.1.160,HTTPS,allowed,malicious,ids,10847,SQLMap/1.6-dev,/admin/config?UNION SELECT,true,false
2024-02-17T00:00:00.000Z,139.215.4.249,192.168.1.90,FTP,allowed,malicious,application,15390,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/files?DROP TABLE,true,false
2024-06-16T00:00:00.000Z,163.214.94.42,192.168.1.160,UDP,blocked,malicious,ids,9762,Nmap Scripting Engine,/?UNION SELECT,true,false
2024-10-06T00:00:00.000Z,192.168.1.244,192.168.1.142,SSH,allowed,malicious,ids,542,SQLMap/1.6-dev,/etc/passwd?DROP TABLE,true,false
2024-04-13T00:00:00.000Z,122.63.201.122,192.168.1.58,UDP,allowed,malicious,ids,14229,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/?DROP TABLE,true,false
2024-02-13T00:00:00.000Z,192.168.1.151,192.168.1.199,SSH,allowed,malicious,ids,29316,curl/7.64.1,/bin/bash?DROP TABLE,true,false
2024-01-26T00:00:00.000Z,192.168.1.99,192.168.1.254,SSH,allowed,malicious,firewall,39186,curl/7.64.1,/root?UNION SELECT,true,false
2024-02-06T00:00:00.000Z,221.93.148.50,192.168.1.121,TCP,allowed,malicious,application,111,SQLMap/1.6-dev,/?UNION SELECT,true,false
2024-04-07T00:00:00.000Z,221.93.148.50,192.168.1.114,UDP,blocked,malicious,firewall,47214,SQLMap/1.6-dev,/?UNION SELECT,true,false
2024-10-10T00:00:00.000Z,138.32.250.237,192.168.1.29,UDP,blocked,malicious,ids,26915,curl/7.64.1,/?DROP TABLE,true,false
2024-01-23T00:00:00.000Z,192.168.1.190,192.168.1.163,SSH,blocked,malicious,ids,4509,SQLMap/1.6-dev,/root?DROP TABLE,true,false
2024-10-12T00:00:00.000Z,131.127.24.194,192.168.1.172,TCP,allowed,malicious,application,34045,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/?UNION SELECT,true,false
2024-10-06T00:00:00.000Z,150.110.230.150,192.168.1.153,TCP,allowed,malicious,application,48200,SQLMap/1.6-dev,/?UNION SELECT,true,false
2024-12-20T00:00:00.000Z,192.168.1.166,192.168.1.86,SSH,blocked,malicious,application,22537,Nmap Scripting Engine,/bin/bash?DROP TABLE,true,false
2024-01-31T00:00:00.000Z,113.231.133.116,192.168.1.5,TCP,blocked,malicious,application,45024,Nmap Scripting Engine,/?UNION SELECT,true,false
2024-09-19T00:00:00.000Z,42.119.98.70,192.168.1.249,HTTP,allowed,malicious,application,480,SQLMap/1.6-dev,/api/login?DROP TABLE,true,false
2024-03-19T00:00:00.000Z,104.187.87.205,192.168.1.245,UDP,blocked,malicious,firewall,8726,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/?UNION SELECT,true,false
2024-12-28T00:00:00.000Z,192.168.1.53,192.168.1.107,SSH,allowed,malicious,ids,7585,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/bin/bash?UNION SELECT,true,false
2024-04-11T00:00:00.000Z,236.1.154.83,192.168.1.135,HTTPS,blocked,malicious,ids,49097,curl/7.64.1,/auth?UNION SELECT,true,false
2024-08-01T00:00:00.000Z,113.231.133.116,192.168.1.135,HTTPS,blocked,malicious,firewall,49130,curl/7.64.1,/auth?UNION SELECT,true,false
2024-08-01T00:00:00.000Z,164.29.7.190,192.168.1.29,HTTP,blocked,malicious,ids,18162,SQLMap/1.6-dev,/login?DROP TABLE,true,false
2024-04-10T00:00:00.000Z,192.168.1.132,192.168.1.96,SSH,blocked,malicious,application,37978,Nmap Scripting Engine,/root?DROP TABLE,true,false
2024-09-19T00:00:00.000Z,57.115.151.72,192.168.1.245,HTTPS,blocked,malicious,firewall,4323,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/admin/config?UNION SELECT,true,false
2024-04-02T00:00:00.000Z,167.180.140.108,192.168.1.25,TCP,allowed,malicious,firewall,25523,SQLMap/1.6-dev,/?UNION SELECT,true,false
2024-09-30T00:00:00.000Z,122.63.201.122,192.168.1.240,HTTPS,blocked,malicious,ids,32055,Nmap Scripting Engine,/secure?DROP TABLE,true,false
2024-06-12T00:00:00.000Z,59.18.232.9,192.168.1.134,HTTPS,allowed,malicious,application,48431,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/secure?DROP TABLE,true,false
2024-05-05T00:00:00.000Z,143.57.176.84,192.168.1.177,HTTPS,allowed,malicious,ids,36076,SQLMap/1.6-dev,/login?UNION SELECT,true,false
2024-12-09T00:00:00.000Z,24.238.193.218,192.168.1.179,HTTP,blocked,malicious,ids,7562,curl/7.64.1,/admin?UNION SELECT,true,false
2024-11-05T00:00:00.000Z,59.198.75.253,192.168.1.140,TCP,blocked,malicious,ids,43827,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/?UNION SELECT,true,false
2024-07-09T00:00:00.000Z,192.168.1.224,192.168.1.198,SSH,blocked,malicious,application,40073,SQLMap/1.6-dev,/bin/bash?UNION SELECT,true,false
2024-05-17T00:00:00.000Z,109.106.120.222,192.168.1.98,SSH,blocked,malicious,application,42911,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/etc/passwd?UNION SELECT,true,false
2024-03-26T00:00:00.000Z,26.98.72.117,192.168.1.12,HTTP,allowed,malicious,application,49852,SQLMap/1.6-dev,/dashboard?DROP TABLE,true,false
2024-08-26T00:00:00.000Z,209.18.251.195,192.168.1.165,HTTP,allowed,malicious,firewall,4841,SQLMap/1.6-dev,/admin?DROP TABLE,true,false
2024-02-13T00:00:00.000Z,192.168.1.131,192.168.1.136,SSH,blocked,malicious,ids,10559,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/home/user?DROP TABLE,true,false
2024-04-04T00:00:00.000Z,130.156.51.40,192.168.1.215,ICMP,allowed,malicious,firewall,1003,SQLMap/1.6-dev,/?DROP TABLE,true,false
2024-09-22T00:00:00.000Z,137.197.33.33,192.168.1.240,UDP,allowed,malicious,firewall,5532,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/?DROP TABLE,true,false
2024-06-27T00:00:00.000Z,65.249.142.221,192.168.1.125,HTTP,allowed,malicious,firewall,13661,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/wp-login.php?DROP TABLE,true,false
2024-04-26T00:00:00.000Z,192.168.1.190,192.168.1.84,SSH,allowed,malicious,ids,26944,Nmap Scripting Engine,/etc/passwd?DROP TABLE,true,false
2024-09-24T00:00:00.000Z,209.18.251.195,192.168.1.21,UDP,blocked,malicious,application,45526,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/?DROP TABLE,true,false
