timestamp,source_ip,dest_ip,protocol,action,threat_label,log_type,bytes_transferred,user_agent,request_path,is_sqli,is_xss
2024-12-07T00:00:00.000Z,49.138.115.36,192.168.1.97,TCP,blocked,malicious,application,45157,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/?UNION SELECT,true,false
2024-04-17T00:00:00.000Z,61.72.172.125,192.168.1.127,ICMP,allowed,malicious,application,26730,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/?DROP TABLE,true,false
2024-09-30T00:00:00.000Z,192.168.1.67,192.168.1.105,SSH,blocked,malicious,firewall,14984,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/home/user?DROP TABLE,true,false
2024-08-16T00:00:00.000Z,13.221.29.40,192.168.1.181,HTTPS,blocked,malicious,application,28139,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/api/v1/data?UNION SELECT,true,false
2024-02-18T00:00:00.000Z,62.225.146.243,192.168.1.197,TCP,blocked,malicious,firewall,29294,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/?UNION SELECT,true,false
2024-05-24T00:00:00.000Z,192.168.1.40,192.168.1.60,SSH,allowed,malicious,firewall,22628,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/bin/bash?DROP TABLE,true,false
2024-12-28T00:00:00.000Z,150.110.230.150,192.168.1.169,ICMP,blocked,malicious,application,41685,curl/7.64.1,/?UNION SELECT,true,false
2024-11-04T00:00:00.000Z,193.69.197.165,192.168.1.209,UDP,allowed,malicious,application,20744,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/?DROP TABLE,true,false
2024-07-28T00:00:00.000Z,216.197.199.15,192.168.1.97,HTTPS,blocked,malicious,ids,20881,curl/7.64.1,/login?DROP TABLE,true,false
2024-06-22T00:00:00.000Z,192.168.1.191,192.168.1.230,SSH,blocked,malicious,ids,38060,Nmap Scripting Engine,/etc/passwd?UNION SELECT,true,false
2024-12-18T00:00:00.000Z,113.231.133.116,192.168.1.148,HTTPS,blocked,malicious,application,2402,curl/7.64.1,/api/v1/data?UNION SELECT,true,false
2024-03-10T00:00:00.000Z,192.168.1.79,192.168.1.183,SSH,allowed,malicious,ids,4147,SQLMap/1.6-dev,/bin/bash?UNION SELECT,true,false
2024-03-30T00:00:00.000Z,169.122.243.141,192.168.1.206,UDP,blocked,malicious,firewall,28092,Nmap Scripting Engine,/?UNION SELECT,true,false
2024-07-18T00:00:00.000Z,192.168.1.239,192.168.1.237,SSH,blocked,malicious,firewall,37896,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/bin/bash?UNION SELECT,true,false
2024-02-16T00:00:00.000Z,56.60.130.155,192.168.1.19,HTTP,allowed,malicious,firewall,1685,SQLMap/1.6-dev,/dashboard?DROP TABLE,true,false
2024-10-28T00:00:00.000Z,192.168.1.180,192.168.1.208,SSH,allowed,malicious,ids,40093,Nmap Scripting Engine,/root?DROP TABLE,true,false
2024-06-29T00:00:00.000Z,59.18.232.9,192.168.1.104,TCP,blocked,malicious,ids,47908,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/?UNION SELECT,true,false
2024-09-25T00:00:00.000Z,192.168.1.134,192.168.1.63,SSH,blocked,malicious,ids,30227,curl/7.64.1,/root?UNION SELECT,true,false
2024-08-19T00:00:00.000Z,192.168.1.72,192.168.1.160,SSH,allowed,malicious,firewall,16114,curl/7.64.1,/bin/bash?DROP TABLE,true,false
2024-03-30T00:00:00.000Z,13.221.29.40,192.168.1.120,HTTPS,blocked,malicious,firewall,9529,Nmap Scripting Engine,/admin/config?DROP TABLE,true,false
2024-06-05T00:00:00.000Z,21.219.60.222,192.168.1.210,UDP,allowed,malicious,application,46611,Nmap Scripting Engine,/?DROP TABLE,true,false
2024-02-17T00:00:00.000Z,192.168.1.164,192.168.1.66,SSH,allowed,malicious,ids,9174,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/home/user?UNION SELECT,true,false
2024-10-16T00:00:00.000Z,13.221.29.40,192.168.1.186,HTTP,blocked,malicious,firewall,32278,SQLMap/1.6-dev,/login?UNION SELECT,true,false
2024-05-09T00:00:00.000Z,225.184.81.55,192.168.1.147,TCP,allowed,malicious,application,28770,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/?UNION SELECT,true,false
2024-10-01T00:00:00.000Z,24.98.25.92,192.168.1.111,TCP,blocked,malicious,ids,16876,Nmap Scripting Engine,/?UNION SELECT,true,false
