timestamp,source_ip,dest_ip,protocol,action,threat_label,log_type,bytes_transferred,user_agent,request_path,is_sqli,is_xss
2024-11-20T00:00:00.000Z,185.225.185.68,192.168.1.224,ICMP,allowed,malicious,application,11585,curl/7.64.1,/?UNION SELECT,true,false
2024-11-25T00:00:00.000Z,213.161.159.227,192.168.1.57,ICMP,allowed,malicious,application,49229,SQLMap/1.6-dev,/?DROP TABLE,true,false
2024-05-11T00:00:00.000Z,192.168.1.146,192.168.1.38,SSH,allowed,malicious,application,35846,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/etc/passwd?DROP TABLE,true,false
2024-03-13T00:00:00.000Z,137.197.33.33,192.168.1.152,UDP,blocked,malicious,firewall,7397,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/?DROP TABLE,true,false
2024-09-18T00:00:00.000Z,59.18.232.9,192.168.1.55,HTTPS,allowed,malicious,application,29750,curl/7.64.1,/api/v1/data?UNION SELECT,true,false
2024-08-26T00:00:00.000Z,192.168.1.3,192.168.1.160,SSH,blocked,malicious,firewall,25785,curl/7.64.1,/etc/passwd?UNION SELECT,true,false
2024-06-01T00:00:00.000Z,13.221.29.40,192.168.1.147,TCP,blocked,malicious,ids,39586,Nmap Scripting Engine,/?DROP TABLE,true,false
2024-07-15T00:00:00.000Z,109.47.72.119,192.168.1.150,HTTPS,blocked,malicious,application,7338,SQLMap/1.6-dev,/secure?UNION SELECT,true,false
2024-02-24T00:00:00.000Z,19.182.162.16,192.168.1.209,HTTP,blocked,malicious,application,38991,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/dashboard?DROP TABLE,true,false
2024-04-23T00:00:00.000Z,217.89.155.68,192.168.1.5,FTP,blocked,malicious,firewall,18227,Nmap Scripting Engine,/download?UNION SELECT,true,false
2024-09-29T00:00:00.000Z,43.68.136.224,192.168.1.131,TCP,blocked,malicious,ids,24211,SQLMap/1.6-dev,/?UNION SELECT,true,false
2024-02-05T00:00:00.000Z,98.153.120.136,192.168.1.139,UDP,blocked,malicious,ids,13923,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/?DROP TABLE,true,false
2024-10-06T00:00:00.000Z,192.168.1.147,192.168.1.98,SSH,blocked,malicious,application,41016,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/bin/bash?UNION SELECT,true,false
2024-12-23T00:00:00.000Z,57.115.151.72,192.168.1.11,TCP,blocked,malicious,application,6428,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/?UNION SELECT,true,false
2024-06-17T00:00:00.000Z,192.168.1.215,192.168.1.25,SSH,blocked,malicious,application,47256,Nmap Scripting Engine,/home/user?DROP TABLE,true,false
2024-07-18T00:00:00.000Z,104.187.87.205,192.168.1.95,TCP,allowed,malicious,firewall,37297,curl/7.64.1,/?DROP TABLE,true,false
2024-05-03T00:00:00.000Z,161.77.216.164,192.168.1.77,HTTP,allowed,malicious,application,42906,curl/7.64.1,/api/login?UNION SELECT,true,false
2024-06-28T00:00:00.000Z,216.197.199.15,192.168.1.232,TCP,allowed,malicious,application,41843,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/?DROP TABLE,true,false
2024-09-24T00:00:00.000Z,192.168.1.164,192.168.1.20,SSH,blocked,malicious,ids,36708,SQLMap/1.6-dev,/home/user?DROP TABLE,true,false
2024-06-21T00:00:00.000Z,192.168.1.210,192.168.1.126,SSH,blocked,malicious,application,1271,Nmap Scripting Engine,/root?DROP TABLE,true,false
2024-09-12T00:00:00.000Z,229.140.23.152,192.168.1.253,SSH,allowed,malicious,firewall,11841,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/bin/bash?UNION SELECT,true,false
2024-06-13T00:00:00.000Z,57.115.151.72,192.168.1.214,HTTP,blocked,malicious,application,47295,curl/7.64.1,/wp-login.php?UNION SELECT,true,false
2024-05-01T00:00:00.000Z,87.6.151.142,192.168.1.50,TCP,blocked,malicious,application,44328,Nmap Scripting Engine,/?DROP TABLE,true,false
2024-07-26T00:00:00.000Z,192.168.1.231,192.168.1.205,SSH,allowed,malicious,application,38053,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/bin/bash?UNION SELECT,true,false
2024-01-09T00:00:00.000Z,43.68.136.224,192.168.1.107,HTTP,blocked,malicious,firewall,26533,Nmap Scripting Engine,/index.php?UNION SELECT,true,false
2024-04-12T00:00:00.000Z,137.197.33.33,192.168.1.127,HTTP,allowed,malicious,ids,23238,SQLMap/1.6-dev,/index.php?DROP TABLE,true,false
2024-08-28T00:00:00.000Z,109.9.8.24,192.168.1.243,ICMP,blocked,malicious,ids,36919,curl/7.64.1,/?UNION SELECT,true,false
2024-06-16T00:00:00.000Z,122.63.201.122,192.168.1.203,ICMP,allowed,malicious,application,11279,Nmap Scripting Engine,/?UNION SELECT,true,false
2024-03-22T00:00:00.000Z,13.221.29.40,192.168.1.20,HTTPS,blocked,malicious,application,2355,SQLMap/1.6-dev,/api/v1/data?DROP TABLE,true,false
2024-04-09T00:00:00.000Z,126.5.29.238,192.168.1.45,TCP,allowed,malicious,ids,34842,Nmap Scripting Engine,/?UNION SELECT,true,false
2024-01-19T00:00:00.000Z,192.168.1.19,192.168.1.156,SSH,allowed,malicious,firewall,13878,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/root?DROP TABLE,true,false
2024-01-22T00:00:00.000Z,41.117.1.245,192.168.1.104,FTP,allowed,malicious,firewall,1097,curl/7.64.1,/download?DROP TABLE,true,false
2024-01-18T00:00:00.000Z,252.166.26.16,192.168.1.238,HTTP,allowed,malicious,ids,49123,curl/7.64.1,/api/login?DROP TABLE,true,false
2024-07-20T00:00:00.000Z,192.168.1.45,192.168.1.152,SSH,blocked,malicious,firewall,23303,Nmap Scripting Engine,/root?UNION SELECT,true,false
2024-02-23T00:00:00.000Z,245.200.237.136,192.168.1.34,HTTP,blocked,malicious,ids,21803,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/api/login?UNION SELECT,true,false
2024-10-25T00:00:00.000Z,207.41.179.109,192.168.1.64,HTTP,blocked,malicious,firewall,26740,Nmap Scripting Engine,/index.php?UNION SELECT,true,false
2024-07-24T00:00:00.000Z,61.72.172.125,192.168.1.90,FTP,blocked,malicious,ids,33101,curl/7.64.1,/upload?UNION SELECT,true,false
2024-04-11T00:00:00.000Z,150.110.230.150,192.168.1.79,HTTP,allowed,malicious,ids,36679,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/dashboard?DROP TABLE,true,false
2024-09-15T00:00:00.000Z,57.115.151.72,192.168.1.6,HTTPS,allowed,malicious,ids,42911,curl/7.64.1,/login?UNION SELECT,true,false
2024-01-01T00:00:00.000Z,21.219.60.222,192.168.1.79,HTTPS,allowed,malicious,ids,29742,Nmap Scripting Engine,/login?UNION SELECT,true,false
2024-05-25T00:00:00.000Z,88.29.76.112,192.168.1.223,UDP,allowed,malicious,application,4305,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/?DROP TABLE,true,false
2024-10-10T00:00:00.000Z,192.168.1.113,192.168.1.27,SSH,allowed,malicious,firewall,6429,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/etc/passwd?UNION SELECT,true,false
2024-02-24T00:00:00.000Z,192.168.1.214,192.168.1.66,SSH,allowed,malicious,firewall,1652,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/bin/bash?UNION SELECT,true,false
2024-10-19T00:00:00.000Z,81.103.69.17,192.168.1.100,HTTPS,blocked,malicious,application,34709,Nmap Scripting Engine,/login?UNION SELECT,true,false
2024-03-17T00:00:00.000Z,55.234.242.146,192.168.1.241,TCP,blocked,malicious,ids,25255,SQLMap/1.6-dev,/?DROP TABLE,true,false
2024-11-06T00:00:00.000Z,238.139.194.187,192.168.1.185,TCP,blocked,malicious,ids,35892,SQLMap/1.6-dev,/?UNION SELECT,true,false
2024-11-19T00:00:00.000Z,192.168.1.202,192.168.1.59,SSH,allowed,malicious,application,9812,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/home/user?DROP TABLE,true,false
