timestamp,source_ip,dest_ip,protocol,action,threat_label,log_type,bytes_transferred,user_agent,request_path,is_sqli,is_xss
2024-04-14T00:00:00.000Z,192.168.1.74,192.168.1.96,SSH,allowed,malicious,ids,41618,curl/7.64.1,/bin/bash?UNION SELECT,true,false
2024-07-11T00:00:00.000Z,130.156.51.40,192.168.1.248,UDP,allowed,malicious,ids,18678,curl/7.64.1,/?DROP TABLE,true,false
2024-05-22T00:00:00.000Z,55.234.242.146,192.168.1.32,ICMP,blocked,malicious,ids,10384,Nmap Scripting Engine,/?UNION SELECT,true,false
2024-08-01T00:00:00.000Z,192.168.1.37,192.168.1.97,SSH,blocked,malicious,ids,284,SQLMap/1.6-dev,/root?DROP TABLE,true,false
2024-01-25T00:00:00.000Z,55.139.34.186,192.168.1.47,UDP,blocked,malicious,firewall,41172,SQLMap/1.6-dev,/?UNION SELECT,true,false
2024-10-19T00:00:00.000Z,192.168.1.202,192.168.1.154,SSH,blocked,malicious,application,34497,Nmap Scripting Engine,/etc/passwd?DROP TABLE,true,false
2024-10-31T00:00:00.000Z,81.103.69.17,192.168.1.14,HTTP,blocked,malicious,firewall,49006,Nmap Scripting Engine,/admin?DROP TABLE,true,false
2024-01-14T00:00:00.000Z,192.168.1.171,192.168.1.79,SSH,allowed,malicious,application,6131,SQLMap/1.6-dev,/root?UNION SELECT,true,false
2024-07-18T00:00:00.000Z,192.168.1.24,192.168.1.32,SSH,blocked,malicious,application,25472,SQLMap/1.6-dev,/root?DROP TABLE,true,false
2024-11-26T00:00:00.000Z,192.168.1.218,192.168.1.76,SSH,blocked,malicious,firewall,22553,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/home/user?UNION SELECT,true,false
2024-03-16T00:00:00.000Z,87.6.151.142,192.168.1.209,HTTPS,blocked,malicious,firewall,42091,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/admin/config?DROP TABLE,true,false
2024-03-10T00:00:00.000Z,139.215.4.249,192.168.1.216,TCP,blocked,malicious,ids,38322,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/?UNION SELECT,true,false
2024-08-20T00:00:00.000Z,192.168.1.19,192.168.1.37,SSH,allowed,malicious,firewall,9630,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/home/user?UNION SELECT,true,false
2024-01-07T00:00:00.000Z,103.93.57.36,192.168.1.211,HTTP,allowed,malicious,application,43875,curl/7.64.1,/admin?DROP TABLE,true,false
2024-06-16T00:00:00.000Z,192.168.1.46,192.168.1.188,SSH,allowed,malicious,firewall,25879,Nmap Scripting Engine,/home/user?UNION SELECT,true,false
2024-11-19T00:00:00.000Z,139.215.4.249,192.168.1.190,TCP,blocked,malicious,application,41590,SQLMap/1.6-dev,/?UNION SELECT,true,false
2024-10-05T00:00:00.000Z,109.153.17.99,192.168.1.172,HTTP,allowed,malicious,firewall,848,Nmap Scripting Engine,/wp-login.php?DROP TABLE,true,false
2024-04-29T00:00:00.000Z,192.168.1.2,192.168.1.173,SSH,allowed,malicious,ids,38043,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/etc/passwd?UNION SELECT,true,false
2024-12-15T00:00:00.000Z,137.197.33.33,192.168.1.2,TCP,allowed,malicious,application,34712,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/?UNION SELECT,true,false
2024-06-28T00:00:00.000Z,30.175.227.138,192.168.1.100,TCP,blocked,malicious,ids,42193,Nmap Scripting Engine,/?UNION SELECT,true,false
2024-04-26T00:00:00.000Z,122.63.201.122,192.168.1.221,UDP,blocked,malicious,application,39646,Nmap Scripting Engine,/?DROP TABLE,true,false
2024-01-19T00:00:00.000Z,55.139.34.186,192.168.1.59,TCP,blocked,malicious,application,44977,SQLMap/1.6-dev,/?DROP TABLE,true,false
2024-02-16T00:00:00.000Z,122.63.201.122,192.168.1.141,HTTPS,blocked,malicious,application,38006,SQLMap/1.6-dev,/auth?UNION SELECT,true,false
2024-12-06T00:00:00.000Z,131.127.24.194,192.168.1.149,HTTP,allowed,malicious,ids,36063,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/admin?UNION SELECT,true,false
2024-05-22T00:00:00.000Z,68.36.64.191,192.168.1.126,TCP,blocked,malicious,firewall,32608,curl/7.64.1,/?DROP TABLE,true,false
2024-08-02T00:00:00.000Z,192.168.1.9,192.168.1.211,SSH,allowed,malicious,ids,46546,Nmap Scripting Engine,/etc/passwd?DROP TABLE,true,false
2024-06-26T00:00:00.000Z,68.36.64.191,192.168.1.156,HTTPS,blocked,malicious,application,16626,SQLMap/1.6-dev,/secure?UNION SELECT,true,false
2024-04-22T00:00:00.000Z,141.26.13.167,192.168.1.73,ICMP,blocked,malicious,ids,48766,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/?DROP TABLE,true,false
2024-10-05T00:00:00.000Z,56.60.130.155,192.168.1.126,HTTP,allowed,malicious,ids,30327,curl/7.64.1,/wp-login.php?DROP TABLE,true,false
2024-12-02T00:00:00.000Z,59.198.75.253,192.168.1.23,HTTPS,blocked,malicious,firewall,607,SQLMap/1.6-dev,/secure?UNION SELECT,true,false
2024-02-02T00:00:00.000Z,98.153.120.136,192.168.1.171,HTTPS,blocked,malicious,application,38177,Nmap Scripting Engine,/admin/config?DROP TABLE,true,false
2024-12-10T00:00:00.000Z,192.168.1.155,192.168.1.227,SSH,allowed,malicious,application,701,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/etc/passwd?UNION SELECT,true,false
2024-05-10T00:00:00.000Z,254.237.164.177,192.168.1.124,TCP,blocked,malicious,ids,1004,SQLMap/1.6-dev,/?DROP TABLE,true,false
2024-09-27T00:00:00.000Z,96.196.42.139,192.168.1.141,FTP,allowed,malicious,firewall,12299,SQLMap/1.6-dev,/download?DROP TABLE,true,false
2024-01-02T00:00:00.000Z,103.93.57.36,192.168.1.27,FTP,allowed,malicious,application,17187,Nmap Scripting Engine,/backup?UNION SELECT,true,false
2024-04-15T00:00:00.000Z,193.69.197.165,192.168.1.55,TCP,blocked,malicious,ids,37566,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/?UNION SELECT,true,false
2024-10-21T00:00:00.000Z,113.231.133.116,192.168.1.87,TCP,blocked,malicious,application,38051,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/?UNION SELECT,true,false
2024-02-02T00:00:00.000Z,68.36.64.191,192.168.1.71,HTTPS,blocked,malicious,ids,28861,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/api/v1/data?UNION SELECT,true,false
2024-05-09T00:00:00.000Z,208.223.2.195,192.168.1.162,UDP,blocked,malicious,ids,43170,Nmap Scripting Engine,/?DROP TABLE,true,false
2024-07-27T00:00:00.000Z,185.225.185.68,192.168.1.45,UDP,blocked,malicious,firewall,21952,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/?UNION SELECT,true,false
2024-09-22T00:00:00.000Z,192.168.1.9,192.168.1.122,SSH,blocked,malicious,ids,33277,SQLMap/1.6-dev,/bin/bash?UNION SELECT,true,false
2024-10-01T00:00:00.000Z,216.197.199.15,192.168.1.24,ICMP,allowed,malicious,firewall,6070,SQLMap/1.6-dev,/?UNION SELECT,true,false
2024-04-02T00:00:00.000Z,225.184.81.55,192.168.1.192,HTTP,blocked,malicious,application,1296,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/wp-login.php?UNION SELECT,true,false
2024-01-05T00:00:00.000Z,192.168.1.108,192.168.1.59,SSH,allowed,malicious,application,41558,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/home/user?DROP TABLE,true,false
2024-07-29T00:00:00.000Z,192.168.1.84,192.168.1.208,SSH,blocked,malicious,ids,31172,curl/7.64.1,/etc/passwd?UNION SELECT,true,false
2024-12-01T00:00:00.000Z,126.5.29.238,192.168.1.31,HTTPS,allowed,malicious,application,47729,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/login?DROP TABLE,true,false
2024-11-13T00:00:00.000Z,24.98.25.92,192.168.1.123,HTTPS,allowed,malicious,firewall,41716,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/admin/config?DROP TABLE,true,false
2024-02-21T00:00:00.000Z,109.106.120.222,192.168.1.217,TCP,allowed,malicious,ids,43391,Nmap Scripting Engine,/?DROP TABLE,true,false
2024-02-04T00:00:00.000Z,192.168.1.11,192.168.1.1,SSH,blocked,malicious,ids,8459,curl/7.64.1,/etc/passwd?DROP TABLE,true,false
2024-03-04T00:00:00.000Z,141.26.13.167,192.168.1.187,HTTPS,blocked,malicious,ids,47778,curl/7.64.1,/login?UNION SELECT,true,false
2024-07-06T00:00:00.000Z,192.168.1.228,192.168.1.93,SSH,blocked,malicious,ids,15199,curl/7.64.1,/bin/bash?DROP TABLE,true,false
2024-11-17T00:00:00.000Z,163.214.94.42,192.168.1.127,UDP,allowed,malicious,ids,24197,SQLMap/1.6-dev,/?UNION SELECT,true,false
2024-07-14T00:00:00.000Z,57.115.151.72,192.168.1.152,TCP,blocked,malicious,application,20832,SQLMap/1.6-dev,/?DROP TABLE,true,false
2024-10-11T00:00:00.000Z,19.182.162.16,192.168.1.240,HTTPS,allowed,malicious,ids,42427,SQLMap/1.6-dev,/secure?UNION SELECT,true,false
2024-09-02T00:00:00.000Z,166.19.156.163,192.168.1.67,UDP,blocked,malicious,application,6375,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/?UNION SELECT,true,false
2024-05-18T00:00:00.000Z,109.153.17.99,192.168.1.140,HTTPS,allowed,malicious,firewall,16902,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/login?UNION SELECT,true,false
2024-10-13T00:00:00.000Z,221.85.19.132,192.168.1.126,HTTP,blocked,malicious,application,42834,curl/7.64.1,/login?UNION SELECT,true,false
2024-09-14T00:00:00.000Z,62.225.146.243,192.168.1.214,HTTPS,allowed,malicious,application,8675,Nmap Scripting Engine,/login?UNION SELECT,true,false
2024-12-10T00:00:00.000Z,138.32.250.237,192.168.1.243,TCP,allowed,malicious,ids,11127,curl/7.64.1,/?UNION SELECT,true,false
2024-04-19T00:00:00.000Z,26.98.72.117,192.168.1.139,ICMP,blocked,malicious,application,25268,SQLMap/1.6-dev,/?UNION SELECT,true,false
2024-11-04T00:00:00.000Z,109.106.120.222,192.168.1.252,TCP,blocked,malicious,firewall,20319,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/?DROP TABLE,true,false
2024-07-19T00:00:00.000Z,41.117.1.245,192.168.1.203,SSH,blocked,malicious,firewall,26203,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/etc/passwd?DROP TABLE,true,false
2024-02-06T00:00:00.000Z,103.93.57.36,192.168.1.176,FTP,allowed,malicious,application,40901,SQLMap/1.6-dev,/upload?DROP TABLE,true,false
2024-11-19T00:00:00.000Z,104.187.87.205,192.168.1.228,HTTPS,allowed,malicious,firewall,16724,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/login?DROP TABLE,true,false
2024-11-14T00:00:00.000Z,192.168.1.56,192.168.1.65,SSH,blocked,malicious,application,26068,curl/7.64.1,/home/user?DROP TABLE,true,false
2024-08-16T00:00:00.000Z,44.137.187.63,192.168.1.242,HTTPS,allowed,malicious,firewall,43647,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/secure?UNION SELECT,true,false
2024-09-06T00:00:00.000Z,131.127.24.194,192.168.1.168,TCP,blocked,malicious,firewall,23664,SQLMap/1.6-dev,/?UNION SELECT,true,false
2024-09-04T00:00:00.000Z,137.197.33.33,192.168.1.183,TCP,blocked,malicious,application,15247,Nmap Scripting Engine,/?DROP TABLE,true,false
2024-11-17T00:00:00.000Z,13.221.29.40,192.168.1.7,ICMP,allowed,malicious,firewall,2171,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/?UNION SELECT,true,false
2024-09-27T00:00:00.000Z,221.93.148.50,192.168.1.97,TCP,allowed,malicious,ids,25968,curl/7.64.1,/?DROP TABLE,true,false
2024-05-31T00:00:00.000Z,95.91.54.172,192.168.1.59,UDP,blocked,malicious,application,17468,SQLMap/1.6-dev,/?DROP TABLE,true,false
2024-06-27T00:00:00.000Z,242.3.175.185,192.168.1.86,UDP,allowed,malicious,firewall,3147,SQLMap/1.6-dev,/?DROP TABLE,true,false
2024-01-05T00:00:00.000Z,192.168.1.27,192.168.1.154,SSH,blocked,malicious,ids,14517,curl/7.64.1,/root?DROP TABLE,true,false
2024-05-23T00:00:00.000Z,88.29.76.112,192.168.1.10,FTP,allowed,malicious,ids,30574,SQLMap/1.6-dev,/files?DROP TABLE,true,false
2024-08-05T00:00:00.000Z,19.182.162.16,192.168.1.217,HTTPS,allowed,malicious,ids,45753,SQLMap/1.6-dev,/admin/config?UNION SELECT,true,false
2024-05-02T00:00:00.000Z,55.234.242.146,192.168.1.166,HTTP,allowed,malicious,firewall,9100,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/admin?UNION SELECT,true,false
2024-05-23T00:00:00.000Z,144.138.68.192,192.168.1.249,TCP,blocked,malicious,firewall,49166,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/?UNION SELECT,true,false
2024-12-15T00:00:00.000Z,144.138.68.192,192.168.1.95,SSH,allowed,malicious,firewall,20552,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/bin/bash?DROP TABLE,true,false
2024-12-20T00:00:00.000Z,59.211.9.207,192.168.1.119,HTTP,allowed,malicious,firewall,785,SQLMap/1.6-dev,/index.php?DROP TABLE,true,false
2024-01-02T00:00:00.000Z,192.168.1.237,192.168.1.142,SSH,allowed,malicious,application,22755,Nmap Scripting Engine,/bin/bash?DROP TABLE,true,false
2024-04-25T00:00:00.000Z,109.153.17.99,192.168.1.134,FTP,blocked,malicious,application,24073,curl/7.64.1,/download?DROP TABLE,true,false
2024-06-29T00:00:00.000Z,192.168.1.197,192.168.1.95,SSH,blocked,malicious,ids,48105,SQLMap/1.6-dev,/root?UNION SELECT,true,false
2024-07-11T00:00:00.000Z,130.234.28.223,192.168.1.26,HTTPS,allowed,malicious,ids,12896,curl/7.64.1,/admin/config?DROP TABLE,true,false
